"Name","Address","Signal Level","Channel","Security","WPS Support","Time","Longitude","Latitude"
"VOO-2WFUSG1","98:52:4a:65:e5:a8","-68","100","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"Proximus Public Wi-Fi","2e:79:d7:4c:bd:db","-71","13","WPA2","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"S�jour.o","fa:8f:ca:67:2a:35","-72","6","NONE","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-2.4-B250","7c:26:64:90:b2:56","-77","6","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"Proximus Public Wi-Fi","7e:26:64:90:b2:57","-73","6","WPA2","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-2.4-A3CF","e0:b9:e5:16:a3:cf","-77","10","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"Proximus Public Wi-Fi","e2:b9:e5:16:a3:d2","-78","10","WPA2","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"Proximus-Home-7258","30:93:bc:d0:72:5e","-81","1","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-5.0-BDD4","2c:79:d7:4c:bd:db","-83","48","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-2.4-B250","30:d3:2d:91:dc:9d","-82","1","WPA2","WPS","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-2.4-A3CF_EXT","d8:47:32:42:69:e6","-85","10","WPA2","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"Proximus-Home-7258_EXT","d8:47:32:41:bf:50","-90","40","WPA2","NO","2021-07-30 16:56:14","4.02232371","50.69259551"
"WiFi-2.4-BDD4","22:b0:01:f7:91:67","-67","7","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-C950","48:83:c7:5a:c9:56","-69","1","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"Proximus Public Wi-Fi","e2:b9:e5:16:a3:d2","-69","10","WPA2","NO","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-A3CF","e0:b9:e5:16:a3:cf","-71","10","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-B250","30:d3:2d:91:dc:9d","-73","1","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"SMA3006899715","38:81:d7:3b:9d:d9","-73","3","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-A3CF","e2:b9:e5:16:a3:d8","-75","48","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-B250","7c:26:64:90:b2:57","-75","104","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-2.4-A3CF_EXT","d8:47:32:42:69:e6","-78","10","WPA2","NO","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-5.0-BDD4","20:b0:01:f7:91:5f","-84","48","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-5.0-C950","48:83:c7:5a:c9:57","-88","36","WPA2","WPS","2021-07-30 16:56:26","4.02190943","50.69252911"
"WiFi-5.0-C950","48:83:c7:5a:c9:57","-80","36","WPA2","WPS","2021-07-30 16:56:30","4.02177474","50.69250556"
"WiFi-2.4-B250","30:d3:2d:91:dc:9d","-65","1","WPA2","WPS","2021-07-30 16:56:30","4.02177474","50.69250556"
"WiFi-2.4-A3CF_5GEXT","d8:47:32:42:69:e5","-84","36","WPA2","NO","2021-07-30 16:56:30","4.02177474","50.69250556"
"WiFi-5.0-958B","a6:b1:e9:c2:95:94","-86","108","WPA2","WPS","2021-07-30 16:56:30","4.02177474","50.69250556"
"WiFi-2.4-BDD4","2c:79:d7:4c:bd:da","-77","13","WPA2","WPS","2021-07-30 16:56:39","4.02143219","50.69246703"
"WiFi-2.4-B250","7c:26:64:90:b2:56","-77","6","WPA2","WPS","2021-07-30 16:56:42","4.02131915","50.6924372"
"Proximus Public Wi-Fi","2e:79:d7:4c:bd:db","-77","13","WPA2","NO","2021-07-30 16:56:42","4.02131915","50.6924372"
"Proximus Public Wi-Fi","7e:26:64:90:b2:57","-78","6","WPA2","NO","2021-07-30 16:56:42","4.02131915","50.6924372"
"WiFi-5.0-BDD4","2c:79:d7:4c:bd:db","-81","48","WPA2","WPS","2021-07-30 16:56:42","4.02131915","50.6924372"
"WiFi-2.4-BDD4","22:b0:01:f7:91:67","-70","7","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"VOO-2WFUSG1","98:52:4a:65:e5:a8","-83","100","WPA2","WPS","2021-07-30 16:56:42","4.02131915","50.6924372"
"WiFi-2.4-A3CF","e0:b9:e5:16:a3:cf","-71","10","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"Proximus Public Wi-Fi","e2:b9:e5:16:a3:d2","-71","10","WPA2","NO","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-2.4-A3CF","e2:b9:e5:16:a3:d8","-71","48","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-2.4-C950","48:83:c7:5a:c9:56","-74","1","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-2.4-B250","7c:26:64:90:b2:57","-76","104","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-2.4-A3CF_EXT","d8:47:32:42:69:e6","-81","10","WPA2","NO","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-5.0-BDD4","20:b0:01:f7:91:5f","-86","48","WPA2","WPS","2021-07-30 16:56:52","4.02090917","50.69236103"
"WiFi-2.4-B250","30:d3:2d:91:dc:9d","-65","1","WPA2","WPS","2021-07-30 16:56:56","4.02075283","50.69238868"
"WiFi-5.0-C950","48:83:c7:5a:c9:57","-80","36","WPA2","WPS","2021-07-30 16:56:56","4.02075283","50.69238868"
"WiFi-2.4-A3CF_5GEXT","d8:47:32:42:69:e5","-84","36","WPA2","NO","2021-07-30 16:56:56","4.02075283","50.69238868"
"WiFi-5.0-958B","a6:b1:e9:c2:95:94","-86","108","WPA2","WPS","2021-07-30 16:56:56","4.02075283","50.69238868"
"WiFi-2.4-BDD4","2c:79:d7:4c:bd:da","-77","13","WPA2","WPS","2021-07-30 16:57:04","4.02042572","50.6924166"
"WiFi-2.4-BDD4","2c:79:d7:4c:bd:da","-77","13","WPA2","WPS","2021-07-30 16:57:39","4.02144094","50.69208992"
"WiFi-2.4-B250","30:d3:2d:91:dc:9d","-65","1","WPA2","WPS","2021-07-30 16:57:49","4.02176363","50.69189977"
"WiFi-5.0-C950","48:83:c7:5a:c9:57","-80","36","WPA2","WPS","2021-07-30 16:57:49","4.02176363","50.69189977"
"WiFi-2.4-A3CF_5GEXT","d8:47:32:42:69:e5","-84","36","WPA2","NO","2021-07-30 16:57:49","4.02176363","50.69189977"
"WiFi-5.0-958B","a6:b1:e9:c2:95:94","-86","108","WPA2","WPS","2021-07-30 16:57:49","4.02176363","50.69189977"
"VOO-509261","20:e5:2a:25:f7:c8","-54","1","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"VOO-219061-5G","a4:2b:8c:9c:70:c4","-75","136","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"Orange-05c08","08:b0:55:20:5c:0c","-75","1","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"Guest-Orange-05c08","0a:b0:55:20:5c:0d","-78","1","WPA2","NO","2021-07-30 16:58:08","4.02160229","50.6914894"
"devolo-1141ac30ce023ded","30:d3:2d:b7:99:35","-79","100","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"EPSEWIFI","18:e8:29:ed:83:34","-81","11","WPA2","NO","2021-07-30 16:58:08","4.02160229","50.6914894"
"VOO_HOMESPOT","22:e5:2a:25:f7:c9","-85","1","NONE","NO","2021-07-30 16:58:08","4.02160229","50.6914894"
"devolo-115","30:d3:2d:f3:58:04","-86","48","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"EPSEWIFI","18:e8:29:ed:77:f8","-82","11","WPA2","NO","2021-07-30 16:58:08","4.02160229","50.6914894"
"WiFi-5.0-6220","48:83:c7:64:62:27","-86","108","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"WiFi-2.4-F7FE","48:83:c7:02:f8:04","-86","13","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"Orange-05c08","08:b0:55:20:5c:0d","-87","100","WPA2","WPS","2021-07-30 16:58:08","4.02160229","50.6914894"
"Guest-Orange-05c08","0a:b0:55:20:5d:0e","-89","100","WPA2","NO","2021-07-30 16:58:08","4.02160229","50.6914894"
"VOO-219061","a4:2b:8c:9c:70:ca","-69","6","WPA2","WPS","2021-07-30 16:58:10","4.02155779","50.69143418"
"Proximus Public Wi-Fi","42:65:a3:4a:43:7f","-84","13","WPA2","NO","2021-07-30 16:58:10","4.02155779","50.69143418"
"WiFi-2.4-4378","40:65:a3:4a:43:7e","-85","13","WPA2","WPS","2021-07-30 16:58:10","4.02155779","50.69143418"
"BRASSEUR","b8:be:f4:ac:98:3c","-79","11","WPA2","WPS","2021-07-30 16:58:12","4.02154831","50.6913906"
"Danny Marcelis","58:90:43:91:1c:4f","-91","60","WPA2","WPS","2021-07-30 16:58:10","4.02155779","50.69143418"
"VOO_HOMESPOT","22:e5:2a:25:f7:c9","-80","1","NONE","NO","2021-07-30 16:58:12","4.02154831","50.6913906"
"Empty","22:e5:2a:25:f7:ca","-85","1","WPA2","NO","2021-07-30 16:58:12","4.02154831","50.6913906"
"WiFi-2.4-1364","40:f2:01:89:13:6a","-85","9","WPA2","WPS","2021-07-30 16:58:14","4.02156282","50.69136469"
"SIGNS","b4:75:0e:16:b1:12","-85","11","WPA2","NO","2021-07-30 16:58:14","4.02156282","50.69136469"
"devolo-115","30:d3:2d:f3:58:03","-86","6","WPA2","WPS","2021-07-30 16:58:14","4.02156282","50.69136469"
"EPSEWIFI","18:e8:29:ed:7a:73","-85","1","WPA2","NO","2021-07-30 16:58:17","4.02150703","50.69131743"
"WiFi-2.4-F7FE","48:83:c7:02:f8:04","-81","13","WPA2","WPS","2021-07-30 16:58:17","4.02150703","50.69131743"
"EPSEWIFI","18:e8:29:ee:8a:c0","-89","44","WPA2","NO","2021-07-30 16:58:17","4.02150703","50.69131743"
"Empty","1a:e8:29:ee:8a:c0","-91","44","WPA2","NO","2021-07-30 16:58:17","4.02150703","50.69131743"
"WiFi-2.4-4378","40:65:a3:4a:43:7f","-93","104","WPA2","WPS","2021-07-30 16:58:17","4.02150703","50.69131743"
"Empty","1a:e8:29:ed:8a:c0","-87","11","WPA2","NO","2021-07-30 16:58:12","4.02154831","50.6913906"
"WiFi-2.4-4378","40:65:a3:4a:43:7e","-77","13","WPA2","WPS","2021-07-30 16:58:20","4.02144841","50.69125691"
"Empty","22:e5:2a:25:f7:ca","-76","1","WPA2","NO","2021-07-30 16:58:20","4.02144841","50.69125691"
"Empty","1a:e8:29:ee:83:34","-90","36","WPA2","NO","2021-07-30 16:58:20","4.02144841","50.69125691"
